Country code,State code,Postcode / ZIP,City,Rate %,Tax name,Priority,Compound,Shipping,Tax class
US,WV,20135,,6,Tax,1,1,0,
US,WV,24701,,7,Tax,1,1,0,
US,WV,24712,,7,Tax,1,1,0,
US,WV,24714,,6,Tax,1,1,0,
US,WV,24715,,6,Tax,1,1,0,
US,WV,24716,,6,Tax,1,1,0,
US,WV,24719,,6,Tax,1,1,0,
US,WV,24724,,6,Tax,1,1,0,
US,WV,24726,,6,Tax,1,1,0,
US,WV,24729,,6,Tax,1,1,0,
US,WV,24731,,6,Tax,1,1,0,
US,WV,24732,,6,Tax,1,1,0,
US,WV,24733,,6,Tax,1,1,0,
US,WV,24736,,6,Tax,1,1,0,
US,WV,24737,,6,Tax,1,1,0,
US,WV,24738,,6,Tax,1,1,0,
US,WV,24739,,7,Tax,1,1,0,
US,WV,24740,,7,Tax,1,1,0,
US,WV,24747,,6,Tax,1,1,0,
US,WV,24751,,6,Tax,1,1,0,
US,WV,24801,,6,Tax,1,1,0,
US,WV,24808,,6,Tax,1,1,0,
US,WV,24811,,6,Tax,1,1,0,
US,WV,24813,,6,Tax,1,1,0,
US,WV,24815,,6,Tax,1,1,0,
US,WV,24816,,6,Tax,1,1,0,
US,WV,24817,,6,Tax,1,1,0,
US,WV,24818,,6,Tax,1,1,0,
US,WV,24822,,6,Tax,1,1,0,
US,WV,24823,,6,Tax,1,1,0,
US,WV,24826,,6,Tax,1,1,0,
US,WV,24827,,6,Tax,1,1,0,
US,WV,24828,,6,Tax,1,1,0,
US,WV,24829,,6,Tax,1,1,0,
US,WV,24830,,6,Tax,1,1,0,
US,WV,24831,,6,Tax,1,1,0,
US,WV,24834,,6,Tax,1,1,0,
US,WV,24836,,6,Tax,1,1,0,
US,WV,24839,,6,Tax,1,1,0,
US,WV,24843,,6,Tax,1,1,0,
US,WV,24844,,6,Tax,1,1,0,
US,WV,24845,,6,Tax,1,1,0,
US,WV,24846,,6,Tax,1,1,0,
US,WV,24847,,6,Tax,1,1,0,
US,WV,24848,,6,Tax,1,1,0,
US,WV,24849,,6,Tax,1,1,0,
US,WV,24850,,6,Tax,1,1,0,
US,WV,24851,,6,Tax,1,1,0,
US,WV,24853,,6,Tax,1,1,0,
US,WV,24854,,6,Tax,1,1,0,
US,WV,24855,,6,Tax,1,1,0,
US,WV,24857,,6,Tax,1,1,0,
US,WV,24859,,6,Tax,1,1,0,
US,WV,24860,,6,Tax,1,1,0,
US,WV,24861,,6,Tax,1,1,0,
US,WV,24862,,6,Tax,1,1,0,
US,WV,24866,,6,Tax,1,1,0,
US,WV,24867,,6,Tax,1,1,0,
US,WV,24868,,6,Tax,1,1,0,
US,WV,24869,,6,Tax,1,1,0,
US,WV,24870,,6,Tax,1,1,0,
US,WV,24871,,6,Tax,1,1,0,
US,WV,24872,,6,Tax,1,1,0,
US,WV,24873,,6,Tax,1,1,0,
US,WV,24874,,6,Tax,1,1,0,
US,WV,24878,,6,Tax,1,1,0,
US,WV,24879,,6,Tax,1,1,0,
US,WV,24880,,6,Tax,1,1,0,
US,WV,24881,,6,Tax,1,1,0,
US,WV,24882,,6,Tax,1,1,0,
US,WV,24884,,6,Tax,1,1,0,
US,WV,24887,,6,Tax,1,1,0,
US,WV,24888,,6,Tax,1,1,0,
US,WV,24892,,6,Tax,1,1,0,
US,WV,24894,,6,Tax,1,1,0,
US,WV,24895,,6,Tax,1,1,0,
US,WV,24898,,6,Tax,1,1,0,
US,WV,24901,,6,Tax,1,1,0,
US,WV,24902,,6,Tax,1,1,0,
US,WV,24910,,6,Tax,1,1,0,
US,WV,24915,,6,Tax,1,1,0,
US,WV,24916,,6,Tax,1,1,0,
US,WV,24918,,6,Tax,1,1,0,
US,WV,24920,,6,Tax,1,1,0,
US,WV,24924,,6,Tax,1,1,0,
US,WV,24925,,6,Tax,1,1,0,
US,WV,24927,,6,Tax,1,1,0,
US,WV,24931,,6,Tax,1,1,0,
US,WV,24934,,6,Tax,1,1,0,
US,WV,24935,,6,Tax,1,1,0,
US,WV,24938,,6,Tax,1,1,0,
US,WV,24941,,6,Tax,1,1,0,
US,WV,24943,,6,Tax,1,1,0,
US,WV,24944,,6,Tax,1,1,0,
US,WV,24945,,6,Tax,1,1,0,
US,WV,24946,,6,Tax,1,1,0,
US,WV,24951,,6,Tax,1,1,0,
US,WV,24954,,6,Tax,1,1,0,
US,WV,24957,,6,Tax,1,1,0,
US,WV,24962,,6,Tax,1,1,0,
US,WV,24963,,6,Tax,1,1,0,
US,WV,24966,,6,Tax,1,1,0,
US,WV,24970,,6,Tax,1,1,0,
US,WV,24974,,6,Tax,1,1,0,
US,WV,24976,,6,Tax,1,1,0,
US,WV,24977,,6,Tax,1,1,0,
US,WV,24981,,6,Tax,1,1,0,
US,WV,24983,,6,Tax,1,1,0,
US,WV,24984,,6,Tax,1,1,0,
US,WV,24985,,6,Tax,1,1,0,
US,WV,24986,,6,Tax,1,1,0,
US,WV,24991,,6,Tax,1,1,0,
US,WV,24993,,6,Tax,1,1,0,
US,WV,25002,,6,Tax,1,1,0,
US,WV,25003,,6,Tax,1,1,0,
US,WV,25005,,6,Tax,1,1,0,
US,WV,25007,,6,Tax,1,1,0,
US,WV,25008,,6,Tax,1,1,0,
US,WV,25009,,6,Tax,1,1,0,
US,WV,25011,,6,Tax,1,1,0,
US,WV,25015,,6,Tax,1,1,0,
US,WV,25019,,6,Tax,1,1,0,
US,WV,25021,,6,Tax,1,1,0,
US,WV,25022,,6,Tax,1,1,0,
US,WV,25024,,6,Tax,1,1,0,
US,WV,25025,,6,Tax,1,1,0,
US,WV,25026,,6,Tax,1,1,0,
US,WV,25028,,6,Tax,1,1,0,
US,WV,25030,,6,Tax,1,1,0,
US,WV,25031,,6,Tax,1,1,0,
US,WV,25033,,6,Tax,1,1,0,
US,WV,25035,,6,Tax,1,1,0,
US,WV,25036,,6,Tax,1,1,0,
US,WV,25039,,6,Tax,1,1,0,
US,WV,25040,,6,Tax,1,1,0,
US,WV,25043,,6,Tax,1,1,0,
US,WV,25044,,6,Tax,1,1,0,
US,WV,25045,,6,Tax,1,1,0,
US,WV,25047,,6,Tax,1,1,0,
US,WV,25048,,6,Tax,1,1,0,
US,WV,25049,,6,Tax,1,1,0,
US,WV,25051,,6,Tax,1,1,0,
US,WV,25053,,6,Tax,1,1,0,
US,WV,25054,,6,Tax,1,1,0,
US,WV,25057,,6,Tax,1,1,0,
US,WV,25059,,6,Tax,1,1,0,
US,WV,25060,,6,Tax,1,1,0,
US,WV,25061,,6,Tax,1,1,0,
US,WV,25062,,6,Tax,1,1,0,
US,WV,25063,,6,Tax,1,1,0,
US,WV,25064,,7,Tax,1,1,0,
US,WV,25067,,6,Tax,1,1,0,
US,WV,25070,,6,Tax,1,1,0,
US,WV,25071,,6,Tax,1,1,0,
US,WV,25075,,6,Tax,1,1,0,
US,WV,25076,,6,Tax,1,1,0,
US,WV,25079,,6,Tax,1,1,0,
US,WV,25081,,6,Tax,1,1,0,
US,WV,25082,,6,Tax,1,1,0,
US,WV,25083,,6,Tax,1,1,0,
US,WV,25085,,6,Tax,1,1,0,
US,WV,25086,,6,Tax,1,1,0,
US,WV,25088,,6,Tax,1,1,0,
US,WV,25090,,6,Tax,1,1,0,
US,WV,25093,,6,Tax,1,1,0,
US,WV,25102,,6,Tax,1,1,0,
US,WV,25103,,6,Tax,1,1,0,
US,WV,25106,,6,Tax,1,1,0,
US,WV,25107,,6,Tax,1,1,0,
US,WV,25108,,6,Tax,1,1,0,
US,WV,25109,,6,Tax,1,1,0,
US,WV,25110,,6,Tax,1,1,0,
US,WV,25111,,6,Tax,1,1,0,
US,WV,25112,,6,Tax,1,1,0,
US,WV,25113,,6,Tax,1,1,0,
US,WV,25114,,6,Tax,1,1,0,
US,WV,25115,,6,Tax,1,1,0,
US,WV,25118,,6,Tax,1,1,0,
US,WV,25119,,6,Tax,1,1,0,
US,WV,25121,,6,Tax,1,1,0,
US,WV,25123,,6,Tax,1,1,0,
US,WV,25124,,6,Tax,1,1,0,
US,WV,25125,,6,Tax,1,1,0,
US,WV,25126,,6,Tax,1,1,0,
US,WV,25130,,6,Tax,1,1,0,
US,WV,25132,,6,Tax,1,1,0,
US,WV,25133,,6,Tax,1,1,0,
US,WV,25134,,6,Tax,1,1,0,
US,WV,25136,,7,Tax,1,1,0,
US,WV,25139,,6,Tax,1,1,0,
US,WV,25140,,6,Tax,1,1,0,
US,WV,25141,,6,Tax,1,1,0,
US,WV,25142,,6,Tax,1,1,0,
US,WV,25143,,7,Tax,1,1,0,
US,WV,25148,,6,Tax,1,1,0,
